Tiempo (ms),Trayectoria 7,Trayectoria 8
8525,2.21665191650391,2.9398193359375
8559,2.19042587280273,2.83047485351563
8592,2.19393539428711,2.84487915039063
8625,2.23184967041016,2.97250366210938
8659,2.32598114013672,3.1917724609375
8692,2.50100326538086,3.46589660644531
8725,2.75101089477539,3.75509643554688
8759,3.00958633422852,4.03245544433594
8792,3.17778396606445,4.27110290527344
8825,3.19231796264648,4.43788146972656
8858,3.05081558227539,4.51785278320313
8892,2.80047225952148,4.52383422851563
8925,2.53205490112305,4.47563171386719
8958,2.34117126464844,4.38163757324219
8992,2.26371002197266,4.23690795898438
9025,2.26818084716797,4.03460693359375
9058,2.3032112121582,3.78628540039063
9091,2.33269500732422,3.53434753417969
9125,2.34015274047852,3.33079528808594
9158,2.32100296020508,3.19844055175781
9191,2.2768669128418,3.12406921386719
9225,2.21340179443359,3.08363342285156
9258,2.13849639892578,3.06440734863281
9291,2.0616569519043,3.07176208496094
9325,1.9952392578125,3.12472534179688
9358,1.95551681518555,3.2421875
9391,1.96279144287109,3.42156982421875
9425,2.03967666625977,3.6251220703125
9458,2.20218658447266,3.80021667480469
9491,2.43473052978516,3.91790771484375
9524,2.6700439453125,3.98268127441406
9558,2.82758712768555,4.01341247558594
9591,2.88779830932617,4.027587890625
9624,2.90826416015625,4.03703308105469
9658,2.97271347045898,4.04891967773438
9691,3.12607574462891,4.06748962402344
9724,3.33286666870117,4.094970703125
9758,3.50764846801758,4.13243103027344
9791,3.59587860107422,4.18121337890625
9824,3.60391235351563,4.24334716796875
9858,3.56575012207031,4.31956481933594
9891,3.51162338256836,4.40476989746094
9924,3.45964050292969,4.48344421386719
9957,3.41769790649414,4.52986145019531
9991,3.38724517822266,4.51763916015625
10024,3.36606979370117,4.44142150878906
10057,3.34958267211914,4.33540344238281
10091,3.32880783081055,4.25498962402344
10124,3.28565979003906,4.23208618164063
10157,3.19190216064453,4.25900268554688
10190,3.01967620849609,4.30819702148438
10224,2.77008438110352,4.35249328613281
10257,2.49862670898438,4.37260437011719
10290,2.28422164916992,4.35870361328125
10324,2.1617431640625,4.30926513671875
10357,2.10770416259766,4.22932434082031
10390,2.08113861083984,4.12863159179688
10423,2.05661773681641,4.02061462402344
10457,2.03343963623047,3.92210388183594
10490,2.03353500366211,3.85218811035156
10523,2.0916748046875,3.82899475097656
10557,2.23694610595703,3.8651123046875
10590,2.46295928955078,3.96432495117188
10623,2.70750427246094,4.11990356445313
10657,2.88908767700195,4.31111145019531
10690,2.97668075561523,4.50675964355469
10723,3.007080078125,4.68466186523438
10757,3.04772186279297,4.8380126953125
10790,3.15752029418945,4.96141052246094
10823,3.35123443603516,5.0528564453125
10856,3.57875823974609,5.12184143066406
10890,3.76667785644531,5.18104553222656
10923,3.8929557800293,5.23701477050781
10956,3.99543380737305,5.2896728515625
10990,4.10144805908203,5.33596801757813
11023,4.17009735107422,5.37551879882813
11056,4.14112091064453,5.41558837890625
11090,4.04375839233398,5.47271728515625
11123,3.99581146240234,5.56906127929688
11156,4.08078002929688,5.72154235839844
11190,4.26900482177734,5.92251586914063
11223,4.46591949462891,6.12640380859375
11256,4.60667037963867,6.26991271972656
11289,4.68507766723633,6.312255859375
11323,4.71990585327148,6.2503662109375
11356,4.72760772705078,6.10943603515625
11389,4.71927261352539,5.94029235839844
11423,4.70532989501953,5.81573486328125
11456,4.69674301147461,5.7921142578125
11489,4.69911956787109,5.86074829101563
11523,4.70366668701172,5.96194458007813
11556,4.6820068359375,6.04597473144531
11589,4.59431076049805,6.10009765625
11622,4.42324447631836,6.13230895996094
11656,4.21268844604492,6.15274047851563
11689,4.04530334472656,6.16633605957031
11722,3.96927642822266,6.17254638671875
11756,3.9721565246582,6.16818237304688
11789,4.01584625244141,6.15121459960938
11822,4.0694465637207,6.12387084960938
11856,4.11877822875977,6.09388732910156
11889,4.16583251953125,6.07563781738281
11922,4.22721481323242,6.09053039550781
11956,4.33221817016602,6.16377258300781
11989,4.51321029663086,6.31376647949219
12022,4.77726364135742,6.53349304199219
12055,5.07759094238281,6.77888488769531
12089,5.33884048461914,6.99125671386719
12122,5.5185432434082,7.1385498046875
12155,5.6173095703125,7.2264404296875
12189,5.63923263549805,7.27787780761719
12222,5.57245254516602,7.31393432617188
12255,5.41667556762695,7.34564208984375
12288,5.22317123413086,7.37150573730469
12322,5.07534027099609,7.37864685058594
12355,5.01792907714844,7.34718322753906
12388,5.03256225585938,7.25712585449219
12422,5.07339096069336,7.09832763671875
12455,5.09856796264648,6.88502502441406
12488,5.07667541503906,6.66412353515625
12522,4.98246383666992,6.49148559570313
12555,4.79781723022461,6.39134216308594
12588,4.53327941894531,6.34716796875
12622,4.25080871582031,6.32493591308594
12655,4.03251266479492,6.295166015625
