Tiempo (ms),Trayectoria 7,Trayectoria 8
11289,5.19365310668945,6.42860412597656
11323,5.08327102661133,6.41925048828125
11356,4.90211868286133,6.3824462890625
11389,4.72195434570313,6.3258056640625
11423,4.62936782836914,6.25666809082031
11456,4.67598724365234,6.18656921386719
11489,4.86036682128906,6.12930297851563
11523,5.1377067565918,6.095458984375
11556,5.43059158325195,6.08917236328125
11589,5.66160202026367,6.10893249511719
11622,5.7979850769043,6.15029907226563
11656,5.85556793212891,6.20759582519531
11689,5.86688613891602,6.27421569824219
11722,5.85728454589844,6.34262084960938
11756,5.83954620361328,6.40516662597656
11789,5.81762313842773,6.4560546875
11822,5.79355239868164,6.4935302734375
11856,5.77379608154297,6.521728515625
11889,5.77370452880859,6.5516357421875
11922,5.81830596923828,6.60165405273438
11956,5.93397903442383,6.69522094726563
11989,6.12551116943359,6.85162353515625
12022,6.35603332519531,7.06228637695313
12055,6.56813049316406,7.2642822265625
12089,6.73003768920898,7.36318969726563
12122,6.84429550170898,7.31333923339844
12155,6.91873550415039,7.16743469238281
12189,6.94625091552734,7.02955627441406
12222,6.9092903137207,6.96853637695313
12255,6.80537033081055,6.98873901367188
12288,6.67254638671875,7.05946350097656
12322,6.57112121582031,7.1441650390625
12355,6.53249740600586,7.20993041992188
12388,6.54284286499023,7.22816467285156
12422,6.5684814453125,7.17422485351563
12455,6.57782745361328,7.03327941894531
12488,6.54616928100586,6.82002258300781
12522,6.45345306396484,6.59478759765625
12555,6.28525161743164,6.43260192871094
12588,6.04677200317383,6.36512756347656
12622,5.77726745605469,6.36911010742188
12655,5.52816009521484,6.40263366699219
12688,5.31826019287109,6.43464660644531
12721,5.12955856323242,6.4510498046875
12755,4.95100402832031,6.44949340820313
12788,4.81330490112305,6.43321228027344
12821,4.76882171630859,6.40838623046875
12855,4.84051132202148,6.38426208496094
12888,5.00299453735352,6.37287902832031
12921,5.19852828979492,6.38580322265625
12955,5.36666107177734,6.42887878417969
12988,5.49267578125,6.49859619140625
13021,5.62219619750977,6.58132934570313
13055,5.79398727416992,6.65406799316406
13088,5.97428512573242,6.68789672851563
13121,6.08104705810547,6.65715026855469
13154,6.05632019042969,6.54876708984375
13188,5.90731811523438,6.37370300292969
13221,5.69773101806641,6.17935180664063
13254,5.49832916259766,6.02813720703125
13288,5.33262634277344,5.94644165039063
13321,5.17755889892578,5.91203308105469
13354,5.01609039306641,5.88786315917969
13388,4.87593460083008,5.85140991210938
13421,4.80738067626953,5.80337524414063
13454,4.83001708984375,5.76631164550781
13487,4.91764450073242,5.77778625488281
13521,5.02626419067383,5.8743896484375
13554,5.12486267089844,6.05744934082031
13587,5.21319961547852,6.26054382324219
13621,5.32062149047852,6.37783813476563
13654,5.48109436035156,6.35302734375
13687,5.69473648071289,6.23175048828125
13721,5.90522766113281,6.113525390625
13754,6.02802658081055,6.064208984375
13787,6.00872039794922,6.08648681640625
13821,5.85437393188477,6.150634765625
13854,5.62877655029297,6.22700500488281
13887,5.41664886474609,6.29855346679688
13920,5.27163314819336,6.36067199707031
13954,5.20055770874023,6.41648864746094
13987,5.19020080566406,6.47392272949219
14020,5.23319244384766,6.545654296875
14054,5.33530807495117,6.64907836914063
14087,5.50649642944336,6.80145263671875
14120,5.73638916015625,7.00148010253906
14153,5.97442626953125,7.20652770996094
14187,6.15349578857422,7.35067749023438
14220,6.24078750610352,7.40007019042969
14253,6.25171279907227,7.37287902832031
14287,6.22294998168945,7.31181335449219
14320,6.18787384033203,7.25843811035156
14353,6.16872024536133,7.24600219726563
14387,6.17733764648438,7.29986572265625
14420,6.21755599975586,7.43367004394531
14453,6.28806686401367,7.63125610351563
14487,6.38759613037109,7.83261108398438
14520,6.52070236206055,7.96725463867188
14553,6.69986343383789,8.01495361328125
14586,6.94055557250977,8.01799011230469
14620,7.24594497680664,8.04324340820313
14653,7.59334182739258,8.144287109375
14686,7.94931030273438,8.3328857421875
14720,8.29121780395508,8.56700134277344
14753,8.59455871582031,8.78775024414063
14786,8.82514572143555,8.97920227050781
14819,8.96353149414063,9.17295837402344
14853,9.01244354248047,9.39256286621094
14886,8.98067855834961,9.60859680175781
14920,8.88729095458984,9.76197814941406
14953,8.78067779541016,9.82511901855469
14986,8.72060012817383,9.81964111328125
15019,8.72832489013672,9.78515625
15053,8.77228927612305,9.75148010253906
15086,8.803466796875,9.73149108886719
15119,8.80356216430664,9.72557067871094
15153,8.81340789794922,9.72946166992188
15186,8.90299224853516,9.73977661132813
15219,9.09578323364258,9.75550842285156
15252,9.33258438110352,9.77664184570313
15286,9.51825714111328,9.80184936523438
15319,9.59115982055664,9.82711791992188
15352,9.54299926757813,9.8468017578125
15386,9.4010124206543,9.85641479492188
15419,9.22362518310547,9.85624694824219
15452,9.10494232177734,9.85577392578125
15486,9.1425895690918,9.87699890136719
15519,9.37518310546875,9.95303344726563
15552,9.75535583496094,10.1150512695313
15586,10.1832427978516,10.3636474609375
15619,10.5571403503418,10.6459503173828
15652,10.8106536865234,10.8842010498047
15685,10.9333915710449,11.0357818603516
15719,10.9604301452637,11.1100006103516
15752,10.9381866455078,11.1381225585938
15785,10.9005966186523,11.1480255126953
15819,10.8649063110352,11.1579437255859
15852,10.8368339538574,11.1781768798828
15885,10.8170127868652,11.2136383056641
15919,10.8047828674316,11.2652893066406
15952,10.7993927001953,11.3303680419922
15985,10.7999076843262,11.4016265869141
16018,10.8052406311035,11.4665069580078
16052,10.8150100708008,11.5088653564453
16085,10.8309783935547,11.5158996582031
16118,10.8570327758789,11.4918823242188
16152,10.8943405151367,11.4789123535156
16185,10.930778503418,11.5539093017578
16218,10.9309043884277,11.7586364746094
16252,10.8403053283691,12.0362854003906
16285,10.6198120117188,12.2910461425781
16318,10.2976341247559,12.4952850341797
